,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize
48518,0,0,57,1,0,0,8,0,3
48519,0,2,164,1,0,0,3,0,2
48520,0,3,165,1,0,0,15,6,7
48521,0,0,170,1,0,0,14,6,3
48522,0,2,165,1,0,6,8,6,6
48523,0,3,164,1,0,3,13,5,3
48524,1,2,165,1,0,6,8,0,2
48525,2,2,125,2,1,0,8,6,5
48526,2,3,165,2,1,6,8,2,7
48527,0,3,33,1,0,0,8,2,4
48529,0,0,164,1,0,0,13,6,3
48530,0,3,33,1,0,3,6,0,7
48531,0,3,165,1,0,0,8,2,7
48532,2,3,165,2,1,6,8,3,7
48533,0,2,164,1,0,1,3,0,2
48534,0,3,165,1,0,0,6,0,4
48535,0,3,165,1,0,6,8,0,2
48536,0,3,165,1,0,0,6,6,0
48537,0,0,11,1,0,3,7,3,2
48538,0,2,165,1,0,3,3,6,0
48539,0,2,115,1,0,0,6,0,3
48541,0,3,165,1,0,0,14,0,2
48543,0,3,71,1,0,0,11,6,2
48544,0,2,165,1,0,0,8,2,1
48545,0,2,33,1,0,3,5,4,3
48546,0,0,165,1,0,6,8,0,4
48547,0,2,76,3,0,0,6,3,2
48548,0,3,18,1,0,0,8,6,4
48549,0,3,164,1,0,6,3,2,3
48550,0,2,165,1,0,0,8,6,4
48551,0,0,113,1,0,0,8,4,4
48552,0,2,76,1,0,6,15,3,4
48553,0,3,53,1,0,3,7,4,3
48554,1,2,165,1,0,3,2,0,2
48555,2,2,144,2,1,0,6,4,0
48556,2,3,57,2,0,6,8,4,8
48558,0,3,165,1,0,6,7,0,6
48559,0,3,76,1,0,0,8,3,7
48560,0,0,165,1,0,0,8,0,0
48561,0,0,165,1,0,6,6,0,3
48562,0,0,76,1,0,0,8,6,0
48563,0,1,110,1,0,0,8,0,4
48564,0,0,12,3,1,0,8,6,3
48565,0,3,165,1,0,6,7,0,3
48566,0,3,165,1,0,6,8,0,2
48567,1,3,165,1,0,1,2,1,0
48568,0,2,165,1,0,0,3,0,4
48569,0,3,113,1,0,1,3,5,0
48571,0,2,165,1,0,0,8,0,3
48572,0,2,165,1,0,3,8,0,5
48574,1,3,164,3,0,6,8,4,3
48575,0,2,164,1,0,6,10,1,2
48576,0,3,165,2,1,0,8,4,1
48577,1,3,165,1,0,6,8,4,2
48578,0,3,33,1,0,6,8,2,3
48579,0,2,113,1,0,0,7,6,4
48580,0,2,165,1,0,0,6,6,3
48581,0,1,165,1,0,3,8,0,4
48582,0,0,165,1,0,0,8,2,4
48583,0,2,165,1,0,6,11,2,3
48585,0,0,125,1,0,3,11,6,0
48586,0,1,165,1,0,0,6,6,6
48587,0,3,165,1,0,0,14,0,7
48588,1,2,165,1,0,0,12,6,6
48589,0,2,76,1,0,0,8,0,2
48591,0,2,165,1,0,0,8,0,0
48592,0,2,165,1,0,0,8,4,2
48593,0,3,165,1,0,6,0,6,5
48596,0,3,165,1,0,0,13,0,4
48597,0,3,165,1,0,6,8,3,0
48598,0,1,75,1,0,3,12,0,7
48599,0,3,53,1,0,0,2,0,0
48600,0,3,76,3,0,6,8,0,2
48602,0,3,127,1,0,3,8,0,4
48603,0,3,60,2,0,6,8,2,7
48604,0,2,165,1,0,0,3,0,3
48606,0,2,165,1,0,0,15,1,8
48607,0,1,165,1,0,0,8,1,3
48608,0,1,165,1,0,6,8,2,4
48609,0,0,164,1,0,3,0,0,0
48611,0,3,165,1,0,0,8,4,2
48612,1,3,165,1,0,0,8,4,3
48613,0,2,164,1,0,0,8,0,2
48614,0,3,165,1,0,3,5,0,5
48615,0,3,165,1,0,0,8,0,3
48616,0,2,57,3,0,0,8,3,2
48619,0,2,165,1,0,3,6,0,4
48620,0,3,27,1,0,0,8,2,4
48621,0,2,164,1,0,0,8,4,4
48623,0,1,165,1,0,3,8,0,7
48624,0,2,165,1,0,0,6,0,5
48626,0,3,165,1,0,0,7,6,7
48629,0,3,57,1,0,0,8,6,3
48630,0,3,165,1,0,0,8,6,0
48631,0,2,165,1,0,0,8,4,3
48632,0,0,165,1,0,1,3,2,2
48633,0,2,11,1,0,0,11,6,3
48634,0,3,80,1,0,3,4,0,5
48635,0,2,153,1,0,3,8,6,3
48636,0,2,165,1,0,0,4,0,7
48639,1,2,72,2,0,0,11,5,5
48640,0,0,165,1,0,3,6,6,2
48642,0,2,165,1,0,0,2,6,4
48643,0,2,165,3,0,0,8,0,4
48644,0,2,165,1,0,0,6,4,0
48646,0,2,165,1,0,3,3,6,1
48647,0,2,165,1,0,0,8,0,2
48648,0,2,68,1,0,6,3,6,6
48649,0,2,165,1,0,0,2,0,3
48650,0,2,33,1,0,0,8,3,3
48652,0,2,165,1,0,1,8,0,2
48653,0,1,165,1,0,0,6,0,3
48655,3,1,165,1,0,6,6,2,4
48656,0,0,165,1,0,0,2,0,7
48657,0,2,165,1,0,0,8,6,3
48661,0,3,165,1,0,0,11,4,2
48663,0,2,165,1,0,0,8,4,4
48665,0,2,165,1,0,0,8,6,0
48666,1,3,165,1,0,0,9,6,3
48667,0,2,37,2,0,0,8,6,3
48669,0,3,165,1,0,6,10,0,3
48673,0,2,165,2,1,6,8,1,3
48674,0,0,123,1,0,0,8,2,3
48675,0,2,37,1,0,0,8,1,7
48676,0,2,33,1,0,0,8,0,6
48678,3,2,131,1,0,0,8,4,2
48679,2,2,33,2,0,6,13,6,3
48680,0,3,11,1,0,0,8,0,4
48681,0,3,9,3,0,6,7,6,3
48682,0,2,165,1,0,0,13,3,2
48684,0,0,71,1,0,0,8,6,0
48685,0,0,165,1,0,1,8,3,2
48686,2,3,165,2,0,6,8,5,4
48688,0,3,71,1,0,0,8,6,2
48689,0,2,165,1,0,3,8,4,4
48690,0,2,71,1,0,0,8,0,0
48691,0,2,146,1,0,3,8,0,7
48694,0,2,125,2,1,0,8,6,3
48695,0,2,11,1,0,0,7,6,8
48697,0,2,95,1,0,3,8,0,3
48698,1,2,57,3,0,6,8,0,3
48699,0,3,57,2,1,3,8,0,4
48700,0,2,57,1,0,6,8,0,1
48701,0,2,98,1,0,0,7,0,1
48702,0,2,165,1,1,3,8,1,3
48703,0,0,125,2,0,3,8,4,3
48704,0,1,71,1,0,0,6,6,0
48705,0,3,11,1,0,0,6,6,7
48706,0,1,165,1,0,3,3,0,7
48708,0,3,71,1,0,0,8,0,3
48710,0,2,44,1,0,0,8,0,0
48712,0,3,71,1,0,0,8,6,3
48715,0,2,164,1,0,0,8,6,3
48716,0,3,91,1,0,6,7,0,4
48718,0,3,60,1,0,0,8,6,3
48719,0,3,57,1,0,3,8,0,0
48720,0,2,164,1,0,0,13,6,2
48721,0,2,143,1,0,0,8,6,3
48722,0,2,143,1,0,0,8,6,3
48724,0,2,164,1,0,3,2,6,3
48725,0,1,110,1,0,3,4,0,3
48726,0,3,57,1,0,0,8,0,5
48728,0,2,110,1,0,0,8,0,6
48731,0,2,71,2,0,0,7,6,3
48733,0,2,164,1,0,3,3,2,2
48736,0,2,44,1,1,6,8,6,4
48737,0,2,53,1,0,3,8,6,4
48738,0,3,43,1,0,3,6,0,5
48739,0,1,57,1,0,6,0,6,4
48740,1,2,71,1,0,0,6,6,0
48741,0,0,18,1,0,3,6,6,2
48742,0,2,80,1,0,3,8,3,3
48743,1,2,57,1,0,0,8,6,0
48745,0,3,53,1,0,4,8,6,3
48746,0,0,71,1,0,0,8,6,1
48747,0,2,164,1,0,0,8,0,4
48748,0,1,165,1,0,0,8,6,2
48749,1,2,110,2,1,0,7,5,7
48750,0,2,165,3,0,0,8,0,2
48751,0,0,53,1,0,3,8,6,6
48752,0,3,110,1,0,3,8,0,2
48754,1,2,164,1,0,6,10,0,4
48757,0,3,71,1,0,0,8,0,4
48758,1,2,52,1,0,0,6,6,0
48759,0,2,110,1,0,3,12,0,3
48760,2,2,12,1,0,6,7,6,1
48762,0,3,125,1,0,0,8,0,3
48763,0,2,98,3,0,6,8,0,4
48765,0,2,53,1,0,3,8,6,3
48767,0,0,164,1,0,3,8,1,4
48768,0,3,71,1,0,0,8,6,4
48769,0,3,149,1,0,3,8,6,1
48771,0,2,164,1,0,3,8,6,3
48772,0,3,145,1,0,3,8,6,5
48773,0,2,143,1,0,3,8,6,3
48776,0,0,36,1,0,6,8,4,7
48778,0,2,132,3,0,0,14,3,4
48779,0,2,143,1,0,0,3,6,4
48780,0,2,33,1,0,0,7,6,6
48783,1,2,71,1,0,0,8,6,1
48784,0,3,164,1,0,3,3,0,3
48785,0,3,164,1,0,1,13,0,3
48786,0,3,137,3,1,6,8,0,3
48788,0,1,57,1,0,6,10,1,4
48789,0,2,164,1,0,6,8,6,6
48790,0,2,149,3,0,0,8,6,3
48791,0,2,110,1,0,3,8,0,2
48792,0,3,91,1,0,0,8,0,3
48793,0,0,60,1,0,3,8,6,3
48794,0,3,164,1,0,0,8,4,1
48796,0,3,27,1,0,0,12,6,3
48797,0,3,57,1,0,6,7,4,6
48798,0,2,165,1,0,6,7,4,7
48800,0,3,110,1,0,0,8,0,0
48801,0,0,57,3,0,3,8,6,4
48802,0,3,77,1,0,1,8,5,3
48803,1,2,33,1,0,0,11,6,0
48804,0,2,57,1,0,0,8,6,2
48805,0,3,40,1,0,0,8,0,3
48806,0,3,71,3,0,0,8,5,7
48807,0,2,165,1,0,3,8,0,5
48808,0,2,165,1,0,3,8,2,1
48810,0,2,125,1,0,3,6,4,1
48812,0,2,117,1,0,3,4,0,2
48814,1,2,125,1,0,3,0,6,4
48816,0,2,164,1,0,0,9,0,3
48818,0,2,71,1,0,0,8,0,7
48819,0,3,57,1,0,3,8,4,4
48820,0,2,33,1,0,0,8,0,3
48821,0,0,29,1,0,0,8,6,2
48822,2,2,164,1,0,0,0,6,0
48823,0,0,75,1,0,6,7,0,0
48824,0,2,165,1,0,0,8,0,4
48825,0,1,165,1,0,0,6,0,3
48826,1,1,110,1,0,3,3,0,4
48827,0,2,164,1,0,1,8,4,0
48828,0,2,164,1,0,0,8,0,3
48829,0,3,165,1,0,0,13,0,2
48830,0,2,91,1,0,3,8,0,8
48831,0,0,87,1,0,0,8,6,4
48832,0,3,87,1,0,0,8,0,4
48833,0,2,164,1,0,0,8,0,2
48834,0,2,159,1,0,0,8,0,7
48835,0,0,165,1,0,0,8,0,3
48836,0,2,164,1,0,0,8,6,0
48837,0,2,145,1,0,0,8,0,0
48838,0,3,164,1,0,6,3,0,3
48840,0,3,164,1,0,0,7,0,2
48842,0,3,149,1,0,6,10,0,7
48843,0,2,57,1,0,3,8,0,0
48844,0,3,165,1,0,0,8,0,3
48846,0,0,57,1,1,3,8,0,4
48847,0,2,117,1,0,0,8,0,1
48849,0,3,125,1,0,6,8,6,2
48850,0,0,165,1,0,3,8,4,6
48851,0,3,18,1,0,3,8,6,1
48852,0,3,149,0,0,0,15,0,1
48853,0,2,164,1,0,0,15,0,4
48854,0,3,150,1,0,3,8,6,4
48856,0,0,110,1,1,3,8,0,4
48857,1,3,157,1,0,3,0,6,2
48858,0,2,165,1,0,0,8,6,5
48859,0,0,165,1,0,3,6,6,0
48862,0,2,165,1,0,3,8,2,3
48863,0,2,165,1,0,0,4,0,4
48864,0,3,117,1,0,0,7,6,0
48865,0,3,165,1,0,0,2,2,2
48866,0,3,165,1,0,6,0,3,6
48868,0,2,77,1,0,3,8,0,4
48869,0,3,164,1,0,0,6,0,4
48870,0,3,165,1,0,0,8,0,7
48871,0,0,166,1,0,0,8,5,5
48872,0,3,57,1,0,6,4,0,4
48874,0,0,165,1,0,0,3,6,2
48875,0,2,165,1,0,0,8,0,0
48876,0,2,165,1,0,6,8,6,3
48877,0,2,165,1,0,0,8,6,1
48878,0,2,165,1,0,0,4,6,0
48879,0,2,127,3,0,0,8,0,3
48880,0,3,72,3,0,6,12,0,4
48881,0,2,165,1,0,0,8,0,3
48882,0,0,165,1,0,0,8,6,4
48883,0,2,165,2,0,0,8,6,6
48884,0,0,165,1,0,0,8,0,7
48885,0,3,164,1,0,3,6,6,1
48886,0,2,165,1,0,0,15,0,4
48889,0,3,57,1,0,3,13,0,1
48890,0,1,53,2,0,0,1,6,9
48891,0,3,57,1,0,0,8,6,3
48892,0,2,165,1,0,0,6,0,2
48893,0,2,76,1,0,0,4,5,4
48894,0,2,165,2,1,6,8,0,1
48896,0,0,150,1,0,0,6,0,6
48898,0,2,110,1,0,3,3,4,5
48901,0,2,165,1,0,0,8,0,4
48902,0,2,165,1,0,0,15,2,6
48903,0,3,33,1,0,6,15,3,4
48904,0,2,164,1,0,3,13,0,0
48905,0,2,164,1,0,0,2,6,3
48906,0,3,9,3,0,6,8,4,2
48907,0,2,33,1,0,6,8,6,6
48908,0,3,165,1,0,3,8,0,7
48909,0,2,33,1,0,0,6,6,8
48910,0,2,165,1,0,0,8,6,6
48911,0,1,165,1,0,0,8,4,1
48912,0,3,33,1,0,0,13,4,4
48913,0,0,165,1,0,0,8,0,1
48914,0,2,164,1,0,0,8,6,1
48915,0,2,165,1,0,0,3,5,2
48916,2,2,57,2,1,0,8,6,8
48919,0,2,125,1,0,3,8,0,3
48920,0,3,9,1,0,3,8,0,4
48921,3,2,165,1,0,0,8,0,0
48922,1,2,62,3,0,0,14,6,0
48923,0,3,165,1,0,3,6,2,4
48924,3,2,165,1,0,3,8,6,6
48925,0,2,165,1,0,0,2,5,4
48926,0,0,164,1,0,0,6,4,3
48927,0,3,165,1,0,0,8,0,1
48928,0,2,165,1,0,0,4,6,2
48929,0,2,165,1,0,3,12,0,2
48931,0,2,165,1,0,0,8,0,2
48932,0,1,165,1,0,0,8,6,4
48933,0,3,165,1,0,6,8,4,5
48935,0,2,125,1,0,3,8,6,0
48937,0,3,165,1,0,0,8,0,0
48939,0,2,165,1,0,0,8,6,2
48940,0,2,165,1,0,0,11,6,7
48941,0,2,165,1,0,0,8,6,3
48942,0,0,165,1,0,0,8,6,5
48943,0,0,165,1,0,0,8,6,4
48947,0,2,27,1,0,3,8,0,2
48949,0,2,33,1,0,6,7,0,2
48950,0,3,33,1,0,0,6,0,4
48951,0,3,33,1,0,0,8,4,6
48952,1,3,125,2,0,0,6,6,3
48953,0,3,165,1,0,0,12,2,3
48956,0,2,165,1,0,0,2,0,2
48958,0,2,165,1,0,0,8,6,4
48959,0,2,77,1,0,0,8,0,5
48960,0,2,57,1,0,6,11,2,7
48961,0,2,165,1,0,0,11,4,0
48962,0,3,76,2,0,0,8,4,2
48964,0,2,52,1,0,3,8,6,0
48965,0,0,145,1,0,0,8,6,0
48966,0,3,165,1,0,3,14,3,6
48967,0,2,165,1,0,0,8,6,4
48968,0,1,27,1,0,0,8,6,4
48970,0,2,165,1,0,0,8,3,1
48971,0,3,165,0,0,6,8,0,4
48973,2,3,110,2,1,0,8,2,6
48974,0,1,149,1,0,6,4,4,7
48975,0,2,165,1,0,0,8,1,2
48976,0,2,165,1,0,6,8,6,4
48977,0,2,165,1,0,3,8,3,2
48978,0,3,53,3,1,3,8,0,7
48979,1,1,18,1,0,1,4,6,2
48980,0,0,165,1,0,0,8,6,2
48981,0,2,165,1,0,0,8,5,3
48983,1,2,11,1,0,0,8,0,6
48984,0,3,165,1,0,0,6,6,2
48985,2,2,33,2,1,6,8,6,2
48986,0,3,165,1,0,6,8,0,2
48987,0,2,165,1,0,3,4,4,2
48988,0,3,164,1,0,3,6,0,2
48990,3,3,114,1,0,3,8,2,0
48991,1,3,165,2,1,3,3,4,5
48994,0,2,71,1,0,0,8,3,2
48995,0,3,165,1,0,6,8,0,0
48996,0,3,71,1,0,4,8,4,1
48997,0,3,11,1,0,3,8,2,4
49001,0,3,77,1,0,3,8,6,4
49004,0,2,17,3,0,6,8,6,4
49005,0,3,110,1,0,6,4,0,0
49006,0,2,125,0,0,0,7,6,3
49010,0,2,71,1,0,3,7,6,4
49011,0,2,71,2,0,0,6,6,3
49012,0,0,76,3,1,6,8,6,2
49013,0,3,15,1,0,0,8,5,6
49014,0,2,164,1,0,3,3,6,1
49015,0,2,94,1,0,0,8,2,3
49016,0,2,52,2,1,0,8,1,3
49020,1,2,165,1,0,3,15,3,2
49022,0,1,125,2,0,6,8,5,3
49024,0,2,125,2,3,0,8,1,7
49025,1,3,125,3,0,3,5,0,6
49026,0,1,57,1,0,0,8,0,2
49028,2,2,165,2,1,3,13,5,8
49029,0,2,162,1,0,3,3,2,1
49031,0,2,125,2,0,0,8,0,4
49033,0,3,165,1,0,0,14,0,2
49034,0,2,140,1,0,3,8,4,3
49036,0,3,164,1,0,1,3,2,4
49039,0,2,164,1,0,0,8,0,0
49040,0,2,125,1,0,3,8,0,4
49042,0,2,165,1,0,0,8,0,4
49044,0,3,60,3,0,0,8,6,4
49045,0,2,165,1,0,6,8,0,0
49046,0,2,77,1,0,3,13,6,4
49047,0,0,33,1,0,6,8,6,6
49049,2,3,39,3,1,0,8,2,7
49050,1,2,57,1,0,3,5,6,4
49054,0,2,125,2,1,0,8,0,4
49055,3,1,76,2,1,0,8,1,4
49057,0,3,57,1,0,0,11,6,0
49058,0,3,110,1,0,0,8,0,3
49063,0,3,57,1,0,6,8,0,4
49064,1,2,110,1,0,6,6,6,3
49066,0,2,132,1,0,3,4,4,3
49067,0,2,33,2,0,0,11,6,2
49068,0,2,165,1,0,0,8,0,0
49070,0,2,165,1,0,0,6,4,2
49071,0,0,165,1,0,0,4,3,3
49075,1,0,165,1,0,0,14,4,2
49076,0,1,165,1,0,0,7,0,6
49077,1,2,165,1,0,3,6,6,3
49078,0,3,165,1,0,3,2,0,4
49081,0,3,11,2,0,6,8,2,4
49082,3,2,11,1,0,0,8,3,2
49084,0,2,71,2,0,0,8,1,4
49086,0,3,76,1,0,3,0,0,6
49088,0,2,76,1,0,0,8,2,7
49089,0,3,165,1,0,0,6,0,6
49091,0,2,165,1,0,6,10,6,3
49092,0,3,71,1,0,0,8,2,7
49094,0,3,71,1,0,0,6,0,9
49095,2,2,165,1,1,6,8,2,2
49098,0,2,131,1,0,6,0,4,4
49100,0,3,57,1,0,0,8,6,7
49101,1,2,164,1,0,6,7,0,3
49105,0,0,12,1,0,0,8,6,6
49106,0,3,163,1,0,0,8,0,7
49108,0,1,57,1,0,3,3,6,5
49110,0,0,165,1,0,3,15,2,4
49111,0,3,125,1,1,0,8,2,7
49114,0,3,76,1,0,0,6,0,1
49115,0,2,149,1,0,6,7,6,4
49116,0,2,53,1,0,3,7,4,1
49118,1,3,165,1,0,3,5,0,4
49119,0,3,165,1,0,3,4,1,4
49120,0,3,71,1,0,0,6,0,1
49121,0,3,33,1,0,6,7,0,4
49123,0,3,165,1,0,0,12,6,2
49124,0,2,165,1,0,3,12,6,2
49125,0,3,110,1,0,6,8,3,0
49127,0,2,165,1,0,0,12,0,2
49128,0,2,165,1,0,0,8,3,0
49129,0,2,0,2,0,3,15,0,1
49130,0,1,11,1,0,3,8,0,0
49131,1,1,11,1,0,1,8,4,3
49132,0,2,27,1,0,1,5,6,0
49135,1,2,165,1,0,0,12,6,4
49136,0,2,80,1,0,0,6,6,3
49137,0,2,123,1,0,6,10,1,3
49140,0,3,71,2,0,3,8,4,2
49141,0,2,11,1,0,0,8,0,4
49142,0,3,39,1,0,0,8,0,6
49143,0,0,165,1,0,6,8,2,1
49144,0,2,149,1,0,6,11,6,5
49145,0,2,53,1,0,3,8,6,2
49146,0,2,71,1,0,6,8,0,1
49147,2,3,71,1,0,0,6,2,7
49148,3,2,164,1,0,3,11,0,4
49149,0,2,164,1,0,3,8,0,2
49150,0,3,164,1,0,0,8,0,3
49152,0,0,76,1,0,0,6,0,3
49154,0,2,145,1,0,6,10,0,3
49155,0,3,164,1,0,0,7,6,3
49158,0,2,143,1,0,6,8,6,8
49160,0,3,143,1,0,6,11,0,4
49163,1,2,75,1,0,6,11,0,2
49164,1,0,125,2,0,6,8,6,2
49165,0,0,165,1,0,3,7,2,4
49166,0,3,71,1,0,0,6,0,1
49167,1,0,71,1,0,0,6,6,2
49169,0,2,164,1,0,0,3,0,4
49170,1,2,141,1,1,0,2,6,3
49172,0,1,149,1,0,6,7,0,4
49173,1,2,12,1,0,3,7,0,4
49175,0,3,165,1,0,0,12,0,2
49176,0,2,71,1,0,0,8,6,2
49178,0,0,71,2,0,0,8,0,2
49179,0,0,125,1,0,3,8,6,8
49180,0,2,57,1,0,0,3,0,0
49182,0,0,165,1,0,6,10,3,0
49183,0,2,71,1,0,0,8,6,4
49184,1,0,33,1,0,0,8,6,6
49185,0,0,33,1,0,0,8,6,4
49187,1,0,165,1,0,0,12,6,3
49188,0,0,165,1,0,3,13,0,3
49189,0,2,69,1,0,3,6,0,8
49190,1,2,57,1,0,0,8,0,1
49191,0,1,71,1,0,0,8,5,1
49192,0,3,165,1,0,0,8,1,4
49193,1,2,164,1,0,0,13,0,4
49195,0,2,165,1,0,6,8,0,2
49196,2,2,58,1,1,4,1,5,3
49197,0,2,77,0,0,6,8,6,4
49198,1,0,165,1,0,1,6,6,4
49199,0,2,165,1,0,1,3,2,3
49200,0,3,33,1,0,0,8,4,3
49201,0,0,165,1,0,0,8,0,5
49202,0,2,33,1,0,0,8,0,3
49205,0,1,165,2,0,0,8,0,2
49206,0,3,165,1,0,3,8,4,0
49207,0,3,165,1,0,6,10,4,3
49209,2,2,101,2,1,6,11,0,0
49210,0,3,164,1,0,6,8,0,0
49211,0,0,165,1,0,0,8,0,2
49213,0,2,165,1,0,0,8,0,2
49216,0,0,11,1,0,0,8,0,4
49217,0,3,165,1,0,0,11,4,4
49219,0,2,165,1,0,0,8,0,3
49220,0,1,165,1,0,0,8,4,2
49221,1,2,33,0,0,6,9,5,1
49222,0,3,143,1,0,6,14,0,6
49224,0,2,71,2,0,0,11,6,3
49226,0,1,145,1,0,0,8,5,7
49228,0,3,18,2,0,0,2,6,4
49229,0,2,164,1,0,6,10,6,3
49230,0,3,71,1,0,0,8,6,3
49231,1,2,164,1,0,3,6,3,0
49232,2,3,71,1,0,3,8,5,4
49233,0,3,71,1,0,0,6,6,4
49234,0,0,73,2,1,0,8,1,4
49235,0,2,71,2,0,0,11,0,4
49236,0,2,11,1,0,0,8,4,3
49237,0,3,71,2,0,0,15,0,6
49238,1,2,165,1,0,0,6,4,2
49239,0,0,165,1,0,0,8,4,2
49240,0,2,145,1,0,4,15,0,7
49241,1,0,77,1,0,3,1,0,1
49242,0,0,149,1,0,0,15,0,5
49243,0,3,71,1,0,0,6,0,3
49244,1,3,71,1,0,0,8,0,5
49245,2,0,71,0,0,3,6,6,4
49247,0,2,71,1,0,0,4,1,7
49248,0,0,159,3,0,0,8,6,1
49249,0,3,131,1,0,0,8,0,3
49252,0,0,57,3,0,0,12,3,4
49253,0,3,71,1,0,0,8,0,1
49254,0,2,140,1,0,3,8,0,4
49255,0,2,44,1,0,0,8,0,0
49256,0,3,33,2,1,0,8,0,0
49257,0,0,33,1,0,0,4,0,4
49258,0,0,165,1,0,0,3,0,3
49260,2,2,165,2,1,6,8,6,2
49262,0,0,57,1,0,0,8,0,2
49264,0,3,24,1,0,6,2,0,3
49265,3,3,110,1,0,6,6,0,3
49266,0,3,150,1,0,3,10,6,3
49267,0,2,33,1,0,6,8,4,2
49268,0,2,27,1,0,0,8,0,4
49270,0,2,165,1,0,3,7,0,6
49271,0,0,165,1,0,0,8,6,5
49275,3,0,76,1,0,0,8,6,2
49277,0,3,165,1,0,0,7,6,1
49278,0,3,165,1,0,0,8,0,5
49279,0,3,165,1,0,0,8,2,3
49280,1,2,76,3,0,0,4,6,3
49281,0,3,110,1,0,6,7,0,0
49284,0,0,27,1,0,3,8,6,1
49285,0,2,33,1,0,0,8,6,2
49286,0,2,57,1,0,3,13,6,3
49287,0,2,33,1,0,0,3,0,3
49288,0,3,149,1,0,3,12,2,4
49289,0,3,165,2,1,6,12,6,0
49290,0,2,33,1,0,0,8,0,1
49291,0,2,165,1,0,0,12,0,5
49292,0,2,33,1,0,6,8,0,3
49295,0,3,57,1,0,3,8,6,3
49298,0,2,145,1,0,6,3,2,4
49301,0,2,57,1,0,6,8,4,1
49303,0,2,57,1,0,3,8,6,0
49304,0,2,137,3,0,0,8,0,4
49305,0,3,125,1,0,3,8,0,3
49306,1,3,77,1,0,0,5,6,3
49307,1,3,165,1,0,0,5,0,0
49309,0,2,57,1,0,3,8,6,4
49311,2,2,165,3,1,0,8,6,4
49312,0,3,113,1,0,3,8,6,4
49313,2,3,60,2,1,3,8,1,3
49314,0,0,60,1,0,0,8,1,7
49316,0,2,33,1,0,6,8,0,3
49317,0,2,165,2,1,6,8,0,4
49318,1,2,165,1,0,0,11,1,4
49322,0,1,27,1,0,6,7,0,4
49323,1,2,165,1,0,1,3,0,3
49324,3,2,165,1,0,3,8,2,2
49325,0,0,76,1,0,0,8,6,7
49327,0,3,165,1,0,1,3,0,2
49328,0,2,113,1,0,3,8,6,7
49329,0,3,165,1,0,6,8,2,7
49330,1,3,11,2,1,6,7,6,2
49332,2,2,165,2,1,6,8,2,2
49334,3,3,11,1,0,0,8,6,0
49335,0,3,132,1,0,3,4,2,4
49337,1,2,165,1,0,0,4,0,2
49339,0,0,139,1,0,0,6,0,7
49340,0,2,165,1,0,0,5,4,2
49341,1,0,11,1,1,6,7,0,2
49342,0,2,15,1,0,0,6,6,4
49343,0,2,101,1,0,0,7,2,7
49345,0,1,85,2,0,3,6,0,1
49346,0,3,71,1,0,0,8,6,4
49347,0,2,71,1,0,3,1,6,3
49349,0,3,52,1,0,0,8,2,7
49352,0,3,145,1,0,3,8,6,3
49354,0,0,71,2,0,0,8,0,4
49355,0,2,71,1,0,3,7,0,7
49357,0,2,165,1,0,0,13,4,7
49359,0,0,164,1,0,3,7,6,3
49360,0,2,57,1,0,0,8,4,6
49361,0,2,40,2,0,0,8,0,3
49362,0,2,141,3,0,0,8,0,0
49363,0,0,164,1,0,0,14,0,4
49365,1,2,72,2,0,6,11,0,4
49367,0,2,149,1,0,3,8,6,3
49368,0,3,149,1,0,3,8,6,3
49369,0,3,149,3,0,6,8,6,3
49370,0,2,131,1,0,6,8,4,4
49371,0,2,141,2,1,0,8,6,4
49372,0,2,125,1,1,0,8,6,0
49373,1,2,164,1,0,0,8,4,2
49374,0,3,57,1,0,0,8,6,1
49375,0,0,145,1,0,0,6,6,3
49378,0,3,9,3,0,6,6,2,0
49379,0,3,119,1,0,3,6,4,3
49382,0,3,162,1,0,3,4,0,3
49383,0,0,77,1,0,6,4,6,4
49384,0,1,71,1,0,0,8,0,4
49386,0,2,165,1,0,0,15,3,7
49387,0,1,71,1,0,0,8,0,0
49388,0,2,164,1,0,0,6,0,6
49389,0,0,38,1,0,0,8,4,3
49390,1,1,38,1,1,0,6,0,3
49391,1,2,165,1,0,0,8,0,0
49392,0,3,110,1,0,6,8,6,1
49393,0,0,164,1,0,4,15,0,0
49396,0,3,165,1,0,0,13,0,6
49397,3,3,165,1,0,3,8,6,2
49399,0,2,165,2,0,0,7,0,4
49400,0,1,71,1,0,0,8,6,4
49401,0,1,71,2,0,3,8,4,3
49402,0,2,18,3,1,6,8,6,4
49403,0,3,165,1,0,0,7,0,3
49404,0,3,165,1,0,0,8,0,6
49405,0,3,127,1,0,3,6,0,3
49407,0,2,165,1,0,0,8,4,3
49408,0,2,57,1,0,3,8,6,3
49409,0,2,165,1,0,0,6,1,2
49412,0,3,165,1,0,3,8,0,2
49413,0,3,33,1,0,0,8,6,1
49415,0,2,33,1,0,0,14,0,4
49416,0,2,164,1,0,0,2,0,4
49417,0,1,137,1,0,3,6,0,2
49418,0,2,165,1,0,0,8,6,7
49420,0,1,165,1,0,0,8,6,2
49422,0,3,165,1,0,0,2,0,6
49423,0,3,165,1,0,6,9,6,3
49425,0,0,165,1,0,0,12,6,0
49426,0,3,165,1,0,0,9,0,4
49427,0,3,56,1,0,6,7,4,4
49429,1,2,29,1,0,0,11,5,4
